1	0	
2	0	
3	0	
4	0	
5	0	
6	0	
7	0	
8	0	
9	0	
10	0	
11	0	
12	0	
13	0	
14	0	
15	0	
16	0	
17	0	
18	0	
19	0	
20	0	
21	0	
22	0	
23	0	
24	0	
25	0	
26	0	
27	0	
28	0	
29	0	
30	0	
31	0	
32	0	
33	0	
34	0	
35	0	
36	0	
37	0	
38	0	
39	0	
40	0	
41	0	
42	0	
43	0	
44	0	
45	0	
46	0	
47	0	
48	0	
49	0	
50	0	
51	0	
52	0	
53	0	
54	0	
55	1.736111e-005	
56	8.680556e-005	
57	1.388889e-004	
58	1.562500e-004	
59	1.388889e-004	
60	2.083333e-004	
61	2.951389e-004	
62	3.298611e-004	
63	3.472222e-004	
64	3.993056e-004	
65	4.166667e-004	
66	5.208333e-004	
67	5.902778e-004	
68	7.291667e-004	
69	7.638889e-004	
70	8.680556e-004	
71	7.986111e-004	
72	1.128472e-003	
73	8.680556e-004	
74	1.024306e-003	
75	1.041667e-003	
76	9.548611e-004	
77	1.180556e-003	
78	1.215278e-003	
79	1.302083e-003	
80	1.354167e-003	
81	1.215278e-003	
82	1.284722e-003	
83	1.475694e-003	
84	1.493056e-003	
85	1.631944e-003	
86	1.701389e-003	
87	1.909722e-003	
88	1.597222e-003	
89	1.614583e-003	
90	2.065972e-003	
91	2.152778e-003	
92	2.135417e-003	
93	2.378472e-003	
94	2.586806e-003	
95	2.534722e-003	
96	2.604167e-003	
97	2.986111e-003	
98	3.142361e-003	
99	3.090278e-003	
100	2.777778e-003	
101	3.020833e-003	
102	2.743056e-003	
103	2.673611e-003	
104	2.673611e-003	
105	2.708333e-003	
106	3.246528e-003	
107	3.263889e-003	
108	3.263889e-003	
109	3.385417e-003	
110	3.524306e-003	
111	3.454861e-003	
112	3.402778e-003	
113	3.645833e-003	
114	3.663194e-003	
115	3.506944e-003	
116	3.333333e-003	
117	3.020833e-003	
118	3.298611e-003	
119	3.663194e-003	
120	3.506944e-003	
121	3.784722e-003	
122	3.680556e-003	
123	3.142361e-003	
124	3.402778e-003	
125	3.923611e-003	
126	4.027778e-003	
127	3.645833e-003	
128	3.611111e-003	
129	3.958333e-003	
130	3.940972e-003	
131	4.010417e-003	
